date,V,time
0,-1.9355062631203968,0
0,-2.90241571851003,1
0,-3.8141208897381205,2
0,-4.35041458982352,3
0,-4.358688219851072,4
0,-3.9319912958934444,5
0,-3.281226547184109,6
0,-2.6272842383515287,7
0,-2.0840066694959383,8
0,-1.7171154696340012,9
0,-1.548361764024314,10
0,-1.6604872765648047,11
0,-2.1060244416678313,12
0,-2.802838065253621,13
0,-3.5282895342986915,14
0,-3.929303815740325,15
0,-3.77775372657291,16
0,-3.086256006948896,17
0,-2.206805441178041,18
0,-1.6097836283409188,19
0,-1.6719010691141907,20
0,-2.4660241164055194,21
0,-3.651017079983728,22
0,-4.76715392286098,23
0,-5.433587251479226,24
0,-5.566310628101798,25
0,-5.356090480983392,26
0,-5.097859179874221,27
0,-4.960636319287654,28
0,-4.863563605363942,29
0,-4.604934914942541,30
0,-3.9887428411506174,31
0,-3.0498924611589002,32
0,-1.9997778722230701,33
0,-1.1241682665268664,34
0,-0.5874323694064705,35
0,-0.3456099872356069,36
0,-0.1953612362677426,37
0,0.0656718601324417,38
0,0.5375589374763288,39
0,1.1837956999445265,40
0,1.9058456463158686,41
0,2.6316640744506645,42
0,3.3606020719316487,43
0,4.059339124672567,44
0,4.627645270988688,45
0,4.8413689322823465,46
0,4.4943807282887365,47
0,3.5596049154682365,48
0,2.3316763064101917,49
0,1.2645875918110883,50
0,0.8268615654005717,51
0,1.1945876633995103,52
0,2.1599689811682117,53
0,3.2342574049275625,54
0,3.9261191780493387,55
0,4.016290641858401,56
0,3.6397925763862515,57
0,3.164357731098736,58
0,2.9522945865637356,59
0,3.133701652009605,60
0,3.5999478985126387,61
0,4.091716481290977,62
0,4.4529441561467,63
0,4.694549999376931,64
0,4.9310619190885445,65
0,5.287649068678794,66
0,5.726483925094253,67
0,6.068766599747605,68
0,6.109980175124699,69
0,5.753341105868318,70
0,5.069944525350569,71
0,4.236841123432761,72
0,3.425500157898914,73
0,2.680527641363279,74
0,1.9751059538363474,75
0,1.3397100554400676,76
0,0.8576275626455008,77
0,0.7020052996171477,78
0,0.9937686089124165,79
0,1.6145006782776479,80
0,2.255175130356797,81
0,2.508254133769754,82
0,2.158126759249615,83
0,1.3151212680258797,84
0,0.41043133973934504,85
0,-0.03795991249239746,86
0,0.30262508426049556,87
0,1.3462734946529331,88
0,2.6870398281171015,89
0,3.7993094715374,90
0,4.325366052420602,91
0,4.220125209823525,92
0,3.7068494769175713,93
0,3.0775574382852424,94
0,2.486431110976661,95
0,1.938840111119555,96
0,1.350607514310075,97
0,0.6677041830837629,98
0,-0.009966268205073573,99
0,-0.5623235153426672,100
0,-0.8893622679819249,101
0,-1.0455221880145795,102
0,-1.2065176972263802,103
0,-1.5239185701629439,104
0,-2.01608572894158,105
0,-2.5733115484831286,106
0,-3.039578557375374,107
0,-3.3535697960678212,108
0,-3.580068422576357,109
0,-3.8620539291216196,110
0,-4.2447425665417935,111
0,-4.604836919472313,112
0,-4.685943089579366,113
0,-4.251652641749437,114
0,-3.334425109941878,115
0,-2.2463714313120957,116
0,-1.5017270102287892,117
0,-1.5085818955905208,118
0,-2.321453360237033,119
0,-3.6181251162148302,120
0,-4.8491416495141495,121
0,-5.565510028153435,122
0,-5.613787611580934,123
0,-5.19300898514111,124
0,-4.679295069392946,125
0,-4.394053164651668,126
0,-4.4604004624809654,127
0,-4.800969994140958,128
0,-5.247042808819179,129
0,-5.704433645406073,130
0,-6.170938117027716,131
0,-6.639075289385056,132
0,-7.041379459105642,133
0,-7.239001367242058,134
0,-7.07778688164164,135
0,-6.535022935899541,136
0,-5.761187323459445,137
0,-4.996936396957152,138
0,-4.436643466178589,139
0,-4.100875387961255,140
0,-3.834458867067818,141
0,-3.4674829951383725,142
0,-2.945325682467826,143
0,-2.3978643188048747,144
0,-2.068812349587274,145
0,-2.0952716954082216,146
0,-2.3579221617709103,147
0,-2.524144380895124,148
0,-2.2253667918483977,149
0,-1.2966327860060007,150
0,0.03919143651917207,151
0,1.3087223708328763,152
0,2.0217149110183703,153
0,1.9409801051327165,154
0,1.2217739528846756,155
0,0.2772943925813861,156
0,-0.4341095064134488,157
0,-0.6698218506528277,158
0,-0.4324781674671143,159
0,0.05744394015720616,160
0,0.58750733888115,161
0,1.0282995322197432,162
0,1.3467719428917726,163
0,1.5263609081056875,164
0,1.5199325107107855,165
0,1.2655105600834002,166
0,0.7553108751268115,167
0,0.17165390269690392,168
0,-0.23386659512237779,169
0,-0.20045244472080148,170
0,0.31870882450630755,171
0,1.1602005623726628,172
0,2.005957752649288,173
0,2.602517853993256,174
0,2.9235164534602514,175
0,3.1561281282200686,176
0,3.521670913918128,177
0,4.11606484181707,178
0,4.775558193899566,179
0,5.190687180343063,180
0,5.122085489446882,181
0,4.5899292887028595,182
0,3.9175777095771847,183
0,3.5179572805508452,184
0,3.696483178255521,185
0,4.405432877977363,186
0,5.279926750411327,187
0,5.85859876250755,188
0,5.827498287070822,189
0,5.191122478045448,190
0,4.202077699982576,191
0,3.2020122946357565,192
0,2.470247980472672,193
0,2.113243253169948,194
0,2.1138224897088125,195
0,2.4288238997459026,196
0,3.038209957260777,197
0,3.9009726737794432,198
0,4.869634770450312,199
0,5.704109165920566,200
0,6.148331062176049,201
0,6.113924091856355,202
0,5.7395678818704665,203
0,5.352265037676962,204
0,5.278853135333687,205
0,5.6330740083336135,206
0,6.269459991390929,207
0,6.814858421210148,208
0,6.964457629326476,209
0,6.638929526239123,210
0,6.018815558914872,211
0,5.405642956590653,212
0,4.967431220309682,213
0,4.6363989289018965,214
0,4.126622172336254,215
0,3.185736142427715,216
